Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198504,Water - Precipitation - rain,4/15/1985,4/1/1985,4/30/1985,,-4.85,Commonwealth Scientific and Industrial Research Organizations,-27.7,Commonwealth Scientific and Industrial Research Organizations,3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",78,14.5,13.7
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198505,Water - Precipitation - rain,5/15/1985,5/1/1985,5/31/1985,,-5.62,Commonwealth Scientific and Industrial Research Organizations,-28.3,Commonwealth Scientific and Industrial Research Organizations,3.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",90,12.7,11.9
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198506,Water - Precipitation - rain,6/15/1985,6/1/1985,6/30/1985,,-4.99,Commonwealth Scientific and Industrial Research Organizations,-25.9,Commonwealth Scientific and Industrial Research Organizations,3.2,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",121,9.5,9
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198507,Water - Precipitation - rain,7/15/1985,7/1/1985,7/31/1985,,,,,,3.4,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",89,9.6,8.5
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198508,Water - Precipitation - rain,8/15/1985,8/1/1985,8/31/1985,,-4.86,Commonwealth Scientific and Industrial Research Organizations,-23.8,Commonwealth Scientific and Industrial Research Organizations,6.5,0.5,"Australian Nuclear Science and Technology Organisation, ANSTO",61,10.2,10
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198509,Water - Precipitation - rain,9/15/1985,9/1/1985,9/30/1985,,-3.67,Commonwealth Scientific and Industrial Research Organizations,-15.2,Commonwealth Scientific and Industrial Research Organizations,4.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",18,10.4,9.5
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198510,Water - Precipitation - rain,10/15/1985,10/1/1985,10/31/1985,,-1.84,Commonwealth Scientific and Industrial Research Organizations,-5.7,Commonwealth Scientific and Industrial Research Organizations,5.2,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",66,11.8,10.6
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198511,Water - Precipitation - rain,11/15/1985,11/1/1985,11/30/1985,,-4.79,Commonwealth Scientific and Industrial Research Organizations,-32,Commonwealth Scientific and Industrial Research Organizations,5.9,0.5,"Australian Nuclear Science and Technology Organisation, ANSTO",100,13.2,11.7
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198512,Water - Precipitation - rain,12/15/1985,12/1/1985,12/31/1985,,-3.23,Commonwealth Scientific and Industrial Research Organizations,-14.7,Commonwealth Scientific and Industrial Research Organizations,4.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",91,15.5,14.3
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198601,Water - Precipitation - rain,1/15/1986,1/1/1986,1/31/1986,,-2.7,Commonwealth Scientific and Industrial Research Organizations,-14.5,Commonwealth Scientific and Industrial Research Organizations,4.6,0.6,"Australian Nuclear Science and Technology Organisation, ANSTO",20,14.9,12.7
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198602,Water - Precipitation - rain,2/15/1986,2/1/1986,2/28/1986,,-2.35,Commonwealth Scientific and Industrial Research Organizations,-9.7,Commonwealth Scientific and Industrial Research Organizations,3.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",21,15.4,12.8
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198603,Water - Precipitation - rain,3/15/1986,3/1/1986,3/31/1986,,-2.23,Commonwealth Scientific and Industrial Research Organizations,-8.1,Commonwealth Scientific and Industrial Research Organizations,4.3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",23,15.6,13.6
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198604,Water - Precipitation - rain,4/15/1986,4/1/1986,4/30/1986,,-3.81,Commonwealth Scientific and Industrial Research Organizations,-19,Commonwealth Scientific and Industrial Research Organizations,3.2,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",83,13.6,11.6
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198605,Water - Precipitation - rain,5/15/1986,5/1/1986,5/31/1986,,-4.86,Commonwealth Scientific and Industrial Research Organizations,-25.5,Commonwealth Scientific and Industrial Research Organizations,3.5,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",108,11.9,11.2
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198606,Water - Precipitation - rain,6/15/1986,6/1/1986,6/30/1986,,,,,,2.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",85,9.9,9.3
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198607,Water - Precipitation - rain,7/15/1986,7/1/1986,7/31/1986,,-6.74,Commonwealth Scientific and Industrial Research Organizations,-39.5,Commonwealth Scientific and Industrial Research Organizations,4,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",117,9.6,9.5
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198608,Water - Precipitation - rain,8/15/1986,8/1/1986,8/31/1986,,-4.52,Commonwealth Scientific and Industrial Research Organizations,-23.9,Commonwealth Scientific and Industrial Research Organizations,5.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",41,9.7,9.4
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198609,Water - Precipitation - rain,9/15/1986,9/1/1986,9/30/1986,,-4.06,Commonwealth Scientific and Industrial Research Organizations,-22.7,Commonwealth Scientific and Industrial Research Organizations,4.8,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",76,10.4,10.2
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198610,Water - Precipitation - rain,10/15/1986,10/1/1986,10/31/1986,,-3.54,Commonwealth Scientific and Industrial Research Organizations,-17.7,Commonwealth Scientific and Industrial Research Organizations,5.4,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",107,10.8,10.6
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198611,Water - Precipitation - rain,11/15/1986,11/1/1986,11/30/1986,,-2.98,Commonwealth Scientific and Industrial Research Organizations,-15.2,Commonwealth Scientific and Industrial Research Organizations,5.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",14,12.3,11.3
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198612,Water - Precipitation - rain,12/15/1986,12/1/1986,12/31/1986,,-4.58,Commonwealth Scientific and Industrial Research Organizations,-25.7,Commonwealth Scientific and Industrial Research Organizations,6.9,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",86,13.3,12.6
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198701,Water - Precipitation - rain,1/15/1987,1/1/1987,1/31/1987,,-2.53,Commonwealth Scientific and Industrial Research Organizations,-15.4,Commonwealth Scientific and Industrial Research Organizations,3.4,0.3,"Australian Nuclear Science and Technology Organisation, ANSTO",28,13.9,13.1
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198702,Water - Precipitation - rain,2/15/1987,2/1/1987,2/28/1987,,-3.28,Commonwealth Scientific and Industrial Research Organizations,-23.5,Commonwealth Scientific and Industrial Research Organizations,4.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",39,14.4,13.3
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198703,Water - Precipitation - rain,3/15/1987,3/1/1987,3/31/1987,MONTHLY TRITIUM VALUE IS THE RESULT OF ANALYSIS MADE ON A TWO-MONTHLY COMPOSITE SAMPLE.,-5.01,Commonwealth Scientific and Industrial Research Organizations,,,3.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",116,13.2,12.3
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198704,Water - Precipitation - rain,4/15/1987,4/1/1987,4/30/1987,MONTHLY TRITIUM VALUE IS THE RESULT OF ANALYSIS MADE ON A TWO-MONTHLY COMPOSITE SAMPLE.,-5.01,Commonwealth Scientific and Industrial Research Organizations,,,3.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",116,13.3,13
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198705,Water - Precipitation - rain,5/15/1987,5/1/1987,5/31/1987,,-7.66,Commonwealth Scientific and Industrial Research Organizations,,,3.2,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",160,12.1,12.4
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198706,Water - Precipitation - rain,6/15/1987,6/1/1987,6/30/1987,,-4.57,Commonwealth Scientific and Industrial Research Organizations,,,3.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",67,10.8,11.3
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198707,Water - Precipitation - rain,7/15/1987,7/1/1987,7/31/1987,,-5.4,Commonwealth Scientific and Industrial Research Organizations,,,3.4,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",74,9.7,10.1
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198708,Water - Precipitation - rain,8/15/1987,8/1/1987,8/31/1987,,,,,,3.4,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",33,10.2,10.2
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198709,Water - Precipitation - rain,9/15/1987,9/1/1987,9/30/1987,MONTHLY TRITIUM VALUE IS THE RESULT OF ANALYSIS MADE ON A TWO-MONTHLY COMPOSITE SAMPLE.,-2.62,Commonwealth Scientific and Industrial Research Organizations,-10.7,Commonwealth Scientific and Industrial Research Organizations,6.3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",50,11,10.5
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198710,Water - Precipitation - rain,10/15/1987,10/1/1987,10/31/1987,MONTHLY TRITIUM VALUE IS THE RESULT OF ANALYSIS MADE ON A TWO-MONTHLY COMPOSITE SAMPLE.,-2.62,Commonwealth Scientific and Industrial Research Organizations,-10.7,Commonwealth Scientific and Industrial Research Organizations,6.3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",50,11.3,10.9
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198711,Water - Precipitation - rain,11/15/1987,11/1/1987,11/30/1987,,-3.25,Commonwealth Scientific and Industrial Research Organizations,-13.9,Commonwealth Scientific and Industrial Research Organizations,6.8,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",73,13.2,12
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198712,Water - Precipitation - rain,12/15/1987,12/1/1987,12/31/1987,,-3.61,Commonwealth Scientific and Industrial Research Organizations,-13,Commonwealth Scientific and Industrial Research Organizations,4,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",55,13.6,12.2
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198801,Water - Precipitation - rain,1/15/1988,1/1/1988,1/31/1988,,0.28,Commonwealth Scientific and Industrial Research Organizations,0.7,Commonwealth Scientific and Industrial Research Organizations,,,,13,16.6,14.6
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198802,Water - Precipitation - rain,2/15/1988,2/1/1988,2/29/1988,,,,,,4.7,0.5,"Australian Nuclear Science and Technology Organisation, ANSTO",20,15.5,13.2
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198803,Water - Precipitation - rain,3/15/1988,3/1/1988,3/31/1988,,-3.82,Commonwealth Scientific and Industrial Research Organizations,-20,Commonwealth Scientific and Industrial Research Organizations,1.9,0.5,"Australian Nuclear Science and Technology Organisation, ANSTO",17,16,13.8
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198804,Water - Precipitation - rain,4/15/1988,4/1/1988,4/30/1988,,,,-14.4,Commonwealth Scientific and Industrial Research Organizations,3.5,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",31,14.8,12.5
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198805,Water - Precipitation - rain,5/15/1988,5/1/1988,5/31/1988,,,,-41.2,Commonwealth Scientific and Industrial Research Organizations,3.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",243,13.9,12.9
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198806,Water - Precipitation - rain,6/15/1988,6/1/1988,6/30/1988,,-5.49,Commonwealth Scientific and Industrial Research Organizations,-33.2,Commonwealth Scientific and Industrial Research Organizations,3.5,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",86,12,10.7
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198807,Water - Precipitation - rain,7/15/1988,7/1/1988,7/31/1988,,,,,,3.3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",136,11,10.2
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198808,Water - Precipitation - rain,8/15/1988,8/1/1988,8/31/1988,,-2.83,Commonwealth Scientific and Industrial Research Organizations,-11.3,Commonwealth Scientific and Industrial Research Organizations,3.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",128,10.7,9.9
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198809,Water - Precipitation - rain,9/15/1988,9/1/1988,9/30/1988,,-1.21,Commonwealth Scientific and Industrial Research Organizations,-4.6,Commonwealth Scientific and Industrial Research Organizations,3.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",108,11.3,10.5
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198810,Water - Precipitation - rain,10/15/1988,10/1/1988,10/31/1988,,-0.05,Commonwealth Scientific and Industrial Research Organizations,5.3,Commonwealth Scientific and Industrial Research Organizations,2.9,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",90,11.6,10.4
